market,symbol,timeframe,rows,stored_start,stored_end,stale_days,sources,adjustments,leading_gap,trailing_gap,coverage_ok,status
a_share,000676,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000677,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000678,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000679,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000680,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000681,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000682,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000683,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000685,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000686,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000688,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000690,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000691,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000692,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000695,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000697,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000698,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000700,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000701,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000702,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000703,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000705,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000707,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000708,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000709,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000710,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000711,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000712,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000713,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000715,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000716,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000717,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000718,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000719,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000720,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000721,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000722,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000723,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000725,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000726,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000727,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000728,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000729,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000731,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000733,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000735,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000736,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000737,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000738,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000739,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000750,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000751,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000752,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000753,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000755,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000756,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000757,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000758,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000759,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000761,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000762,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000766,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000767,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000768,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000776,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000777,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000778,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000779,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000782,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000783,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000785,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000786,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000788,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000789,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000790,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000791,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000792,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000793,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000795,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000796,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000797,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000798,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000799,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000800,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
a_share,000801,1d,2101,2018-01-02,2026-08-28,1.0,baostock,qfq,False,False,True,complete
